segment_id,lat_cell,lon_cell,detections
0,44.8,47.1,137
0,-17.9,48.0,18
0,-20.3,46.8,14
0,8.3,-8.7,1
0,6.1,-70.2,2
0,-0.7,17.8,8
0,39.8,116.1,2
0,-2.6,119.2,2
0,-13.9,-75.2,1
0,3.6,29.6,9
0,17.4,105.6,1
0,-9.6,18.9,245
0,-22.0,-53.2,1
0,33.4,-81.5,2
0,52.3,14.0,2
0,3.1,19.7,11
0,-9.7,-68.7,5
0,13.7,26.7,1
0,-8.4,27.9,179
0,5.8,-69.7,1
0,51.2,68.2,15
0,-12.8,-41.7,2
0,-22.1,44.2,65
0,43.1,-88.1,1
0,-16.6,-62.7,23
0,34.2,117.2,7
0,35.7,-84.0,3
0,36.3,-93.5,2
0,54.6,30.1,1
0,-21.0,-44.3,1
0,-8.1,31.3,27
0,30.0,102.6,1
0,-9.7,-73.7,11
0,-12.9,20.7,42
0,36.3,43.8,5
0,-11.4,-51.2,34
0,51.3,42.8,1
0,-3.5,24.4,194
0,-26.2,-56.1,14
0,44.9,25.9,2
0,14.6,-88.8,1
0,3.4,-72.4,4
0,32.3,69.7,6
0,53.3,-107.8,1
0,45.4,-74.6,2
0,-13.9,27.6,126
0,32.1,50.4,1
0,27.8,109.8,1
0,39.9,47.3,11
0,46.0,38.1,2
0,43.5,21.3,8
0,-8.2,-75.2,37
0,-3.4,-68.4,2
0,-39.2,-72.4,2
0,-12.1,-54.3,4
0,-4.2,22.4,19
0,30.3,118.4,2
0,30.1,67.5,32
0,-18.4,16.2,2
0,-11.1,24.5,174
0,62.8,-117.6,136
0,-1.3,19.1,9
0,40.8,48.4,2
0,-1.5,11.8,2
0,4.2,-69.7,1
0,-10.2,-57.6,7
0,-26.7,-63.4,10
0,46.2,30.6,1
0,-24.7,34.4,12
0,-11.5,-39.9,1
0,32.7,102.5,1
0,31.8,35.4,2
0,12.4,34.0,1
0,17.6,78.0,1
0,5.3,-1.7,6
0,-7.8,112.7,5
0,23.4,79.4,1
0,15.0,78.0,32
0,4.9,-2.6,7
0,19.9,94.1,4
0,-17.5,27.9,6
0,11.5,35.2,2
0,-13.3,31.4,76
0,41.0,-7.9,43
0,51.9,54.1,19
0,52.4,-106.3,1
0,-5.3,119.4,2
0,-29.9,-57.4,2
0,-4.3,143.6,8
0,52.5,59.0,1
0,-16.7,17.5,90
0,-12.7,-51.7,35
0,-8.8,-48.1,43
0,-15.1,26.8,102
0,-19.8,-48.4,2
0,39.1,48.4,4
0,45.4,126.5,1
0,-15.4,13.8,4
0,48.6,115.8,1
0,31.5,75.6,24
0,-29.4,29.9,28
0,15.9,78.9,1
0,-2.5,119.4,8
0,-1.0,18.3,15
0,27.8,67.7,2
0,-8.8,38.9,13
0,-4.7,104.6,9
0,45.8,-73.3,292
0,21.1,81.2,3
0,34.0,-84.1,1
0,22.7,77.0,2
0,-13.9,17.5,22
0,-17.8,138.7,11
0,-25.3,31.2,44
0,-20.2,31.2,12
0,-31.5,23.9,2
0,-15.5,24.7,122
0,7.4,-8.3,1
0,40.6,122.6,6
0,54.8,-101.4,421
0,-25.0,33.9,24
0,14.1,100.2,6
0,-31.2,150.6,11
0,-13.2,-43.8,2
0,-38.5,146.5,1
0,32.1,-90.2,6
0,55.4,-107.6,400
0,-9.3,-60.3,26
0,42.2,123.8,15
0,-8.6,13.3,14
0,10.0,21.2,3
0,11.5,-13.6,31
0,-29.2,-58.9,16
0,-9.3,-61.1,44
0,46.1,40.8,1
0,35.7,44.0,873
0,5.8,-57.0,19
0,42.1,120.8,4
0,-9.6,-73.7,1
0,-4.2,-38.2,17
0,-8.1,-48.1,46
0,45.5,8.8,4
0,33.9,114.8,1
0,-19.3,31.5,5
0,6.5,-10.0,3
0,-14.1,16.0,175
0,29.4,116.0,1
0,-28.5,-59.4,2
0,63.4,102.2,7
0,50.2,125.5,3
0,-11.6,-58.1,2
0,15.0,34.6,2
0,49.6,47.1,1
0,-26.3,26.0,4
0,34.3,-102.2,1
0,-25.8,146.5,29
0,-10.4,18.2,175
0,-13.8,17.1,147
0,-28.9,-58.8,24
0,22.5,-105.1,3
0,52.8,-93.6,32
0,50.7,5.8,1
0,-15.8,22.5,50
0,52.1,50.9,170
0,47.6,-97.5,1
0,8.2,31.8,2
0,-9.3,-57.9,7
0,22.5,-102.2,2
0,-2.9,-49.6,10
0,6.7,-5.2,1
0,-7.3,106.4,1
0,32.0,44.6,11
0,-31.3,150.8,3
0,-7.8,27.9,125
0,-3.3,33.7,1
0,47.7,32.3,6
0,-15.1,-64.8,101
0,31.6,99.9,2
0,-8.8,141.1,1
0,-13.7,14.9,76
0,34.2,115.8,1
0,-29.8,-53.2,3
0,51.7,127.1,10
0,-5.2,-38.1,6
0,-12.4,29.2,173
0,-22.6,-56.1,57
0,52.9,-125.2,11
0,50.5,129.9,2
0,51.4,72.5,1
0,30.6,95.8,1
0,7.1,124.4,1
0,-2.6,33.9,1
0,34.2,3.4,2
0,4.9,-68.2,1
0,47.3,38.4,2
0,-3.5,17.7,191
0,-5.8,-49.1,5
0,30.5,47.6,826
0,-4.4,144.5,2
0,52.8,7.3,1
0,33.8,-83.6,2
0,-15.8,-39.6,1
0,44.8,-0.1,1
0,-8.6,121.5,4
0,-9.0,26.5,153
0,57.9,14.4,1
0,-20.3,-58.4,14
0,-10.8,-47.1,115
0,29.8,106.0,3
0,-32.2,18.7,4
0,41.5,43.4,1
0,21.6,78.9,1
0,52.1,114.1,269
0,-27.3,-52.5,1
0,-9.9,-68.9,6
0,-26.9,153.0,5
0,41.8,-4.9,2
0,31.4,48.5,42
0,39.9,-97.0,1
0,62.0,71.9,2
0,47.3,42.1,14
0,53.4,38.6,3
0,-10.5,-39.7,1
0,19.1,78.0,4
0,-17.4,45.5,133
0,-29.6,-49.9,2
0,15.3,107.6,1
0,-6.0,19.7,160
0,19.2,41.3,1
0,-19.9,-46.3,1
0,-1.7,-48.2,10
0,-14.7,29.4,54
0,-9.7,119.0,8
0,28.5,112.1,3
0,60.4,96.1,2
0,5.2,-57.8,2
0,42.6,-80.6,1
0,-5.6,14.2,121
0,4.8,40.1,1
0,-17.3,46.9,19
0,27.0,68.1,4
0,0.9,102.5,19
0,45.0,16.7,1
0,-2.5,40.7,1
0,1.7,-74.4,2
0,-13.7,132.8,20
0,31.9,15.0,3
0,4.3,-70.1,5
0,-14.3,15.8,173
0,43.9,131.1,1
0,17.2,-93.8,4
0,-5.1,21.7,15
0,53.0,48.3,12
0,-16.3,-69.2,1
0,11.4,0.4,4
0,26.5,118.7,3
0,-11.3,-68.5,1
0,8.4,-8.2,1
0,41.7,-89.4,13
0,11.5,14.8,9
0,-16.7,21.8,124
0,33.8,113.0,33
0,35.7,47.7,2
0,25.3,83.3,2
0,-26.2,-54.5,19
0,42.0,-123.2,5
0,20.8,100.6,7
0,20.7,-98.7,1
0,-18.2,-44.4,2
0,-9.2,37.8,2
0,15.2,108.6,13
0,-15.9,-53.6,4
0,50.5,29.2,2
0,22.0,81.5,4
0,-16.6,-48.1,1
0,11.1,-11.0,2
0,-21.2,45.0,74
0,20.6,-75.2,31
0,-25.9,-50.5,7
0,-27.6,-57.2,20
0,-18.4,-47.2,3
0,-9.0,-61.8,21
0,39.5,-92.6,1
0,-5.5,18.7,85
0,-16.6,-42.6,2
0,9.9,24.6,1
0,-9.9,27.4,175
0,49.8,18.3,1
0,-17.5,-50.7,1
0,10.1,6.6,1
0,-8.9,38.8,3
0,45.0,-84.9,13
0,6.4,-2.1,2
0,-27.2,149.1,2
0,-22.5,-47.1,2
0,-18.2,30.7,24
0,19.6,-101.0,6
0,16.8,36.5,1
0,50.6,21.3,1
0,58.5,15.0,1
0,-23.8,-47.7,5
0,36.4,5.5,1
0,34.5,7.2,107
0,-2.3,-49.3,3
0,33.0,-99.1,4
0,-23.1,-50.7,2
0,37.5,37.6,3
0,-24.2,151.1,7
0,-14.2,32.2,4
0,-17.3,22.5,92
0,-4.5,-59.7,3
0,-29.2,152.3,2
0,-3.6,21.8,3
0,28.4,103.8,1
0,47.7,35.8,4
0,-4.2,16.5,102
0,-7.5,-60.6,16
0,28.4,-109.3,2
0,-11.1,21.7,154
0,-22.7,-50.5,6
0,34.7,-92.3,1
0,-33.1,-70.9,3
0,-13.7,-72.3,9
0,10.6,19.9,2
0,-3.5,35.0,2
0,42.2,19.9,5
0,15.1,108.5,26
0,24.3,99.5,2
0,-27.3,27.6,2
0,-23.4,147.6,62
0,-16.4,45.2,81
0,-41.5,148.1,21
0,-16.8,18.1,68
0,10.5,105.9,1
0,-16.9,22.5,81
0,-4.1,-40.0,1
0,-6.0,37.1,2
0,-13.9,37.1,76
0,-36.8,147.1,1
0,57.2,-124.7,1
0,-6.5,37.6,28
0,44.8,26.0,1
0,-8.9,-41.1,1
0,58.2,-121.9,202
0,12.7,-85.4,1
0,-7.1,-59.9,148
0,-7.9,26.3,222
0,20.7,-89.0,23
0,-12.6,131.2,38
0,-22.8,33.5,36
0,34.7,118.0,86
0,64.1,-148.1,10
0,15.1,-90.3,10
0,-6.3,145.2,50
0,10.6,-71.7,5
0,39.9,41.8,3
0,7.6,81.0,8
0,34.0,117.0,5
0,-13.9,126.9,3
0,-17.5,125.9,4
0,-3.5,-64.8,24
0,8.4,-69.3,1
0,-15.3,24.9,149
0,-4.9,15.7,106
0,-36.6,-62.8,1
0,-17.9,-47.6,1
0,-18.8,22.6,13
0,32.0,20.8,1
0,-1.7,18.6,12
0,-27.1,30.8,43
0,-5.5,-50.0,4
0,-17.7,-52.2,3
0,-12.3,133.6,78
0,-5.1,17.2,158
0,11.6,11.3,1
0,56.7,-103.0,72
0,29.8,71.9,3
0,13.7,-11.6,5
0,53.4,64.5,4
0,-2.0,101.7,3
0,11.3,31.6,1
0,30.7,113.5,14
0,-2.7,30.8,33
0,48.8,16.2,1
0,9.1,20.3,1
0,-15.0,14.8,26
0,-17.4,-61.4,1
0,-4.6,24.2,140
0,20.3,-88.8,4
0,-16.5,23.7,79
0,32.2,120.3,3
0,33.9,113.2,1
0,12.7,22.2,1
0,-36.8,141.0,1
0,-14.8,131.0,5
0,-21.4,120.1,153
0,1.7,34.4,15
0,-18.5,-49.5,1
0,-32.7,-60.4,7
0,47.6,29.3,14
0,61.4,-45.1,2
0,-11.7,-61.9,1
0,3.3,-73.3,1
0,47.6,32.4,3
0,47.8,125.0,1
0,-4.6,39.2,1
0,-5.0,19.1,249
0,22.2,105.6,1
0,7.2,-11.4,4
0,43.5,43.4,1
0,-29.2,-57.6,19
0,7.8,-11.0,5
0,-5.7,122.7,2
0,-15.1,34.4,63
0,-29.3,-59.9,2
0,8.0,-65.8,4
0,24.1,113.9,38
0,-16.4,144.1,23
0,15.4,37.7,2
0,14.0,77.5,1
0,-6.6,-77.5,4
0,20.6,79.9,1
0,21.0,105.9,3
0,10.1,31.7,8
0,-9.4,-38.2,1
0,50.0,82.4,1
0,-13.9,-50.7,4
0,-5.6,146.2,5
0,47.2,39.7,13
0,28.8,76.4,4
0,10.3,25.3,2
0,-0.6,37.6,7
0,-16.2,125.2,99
0,19.2,-89.8,18
0,-23.2,33.4,1
0,-15.3,17.4,174
0,-1.9,9.7,33
0,11.0,-13.2,19
0,-14.4,19.7,23
0,32.8,-97.1,1
0,13.8,-8.7,2
0,31.8,48.0,1
0,-28.3,23.5,56
0,-7.9,131.4,1
0,38.7,36.2,1
0,-1.7,102.5,1
0,-13.4,-45.8,4
0,70.8,74.5,3
0,-8.3,35.1,58
0,-23.0,-45.3,1
0,-23.9,147.5,3
0,-18.8,123.2,132
0,-24.5,33.1,2
0,-9.0,29.6,94
0,-11.8,27.7,183
0,29.3,-99.2,7
0,-15.1,38.9,29
0,34.5,-88.7,5
0,6.9,-66.1,1
0,23.7,-106.6,1
0,-2.2,-78.9,1
0,49.5,31.9,2
0,-10.4,-42.0,1
0,-1.9,35.1,52
0,37.0,-85.0,1
0,-16.2,-49.1,1
0,-25.4,27.7,35
0,-28.1,-64.5,13
0,-28.0,31.7,15
0,12.1,3.5,2
0,52.9,122.5,4
0,48.5,39.1,6
0,25.7,117.7,5
0,38.3,69.2,7
0,-11.6,16.9,203
0,19.5,-99.2,4
0,41.0,14.1,18
0,18.3,-100.2,5
0,17.6,34.0,3
0,45.7,11.3,4
0,-2.9,25.3,20
0,-7.7,-46.3,189
0,-8.9,146.7,2
0,-22.7,-52.1,1
0,40.0,-83.0,1
0,-9.7,-67.8,5
0,-13.0,38.6,64
0,2.3,34.8,1
0,-34.5,147.6,7
0,31.4,-84.3,3
0,5.7,22.8,1
0,-7.6,31.5,8
0,28.7,21.3,267
0,-9.6,124.2,1
0,48.0,125.7,5
0,-15.9,130.2,133
0,-18.2,-41.6,2
0,54.8,36.2,3
0,55.2,32.8,1
0,43.7,94.9,22
0,60.7,70.0,137
0,9.9,-12.1,1
0,33.7,-96.8,1
0,28.1,116.8,6
0,22.9,88.4,1
0,59.0,28.1,77
0,55.2,-119.4,6
0,33.9,-78.9,2
0,10.6,29.8,2
0,16.6,-98.2,3
0,-17.1,128.5,18
0,39.5,47.9,9
0,31.9,-100.8,5
0,12.5,-84.1,7
0,47.6,87.2,1
0,14.4,36.5,34
0,12.2,33.1,14
0,-10.8,-48.8,37
0,48.0,81.0,12
0,23.8,79.8,1
0,-10.9,-73.1,2
0,-8.2,32.6,19
0,41.1,44.3,1
0,-21.8,-50.7,3
0,-17.9,-61.1,18
0,30.9,31.3,3
0,-23.5,21.3,48
0,-23.4,-52.0,12
0,-5.7,35.9,5
0,-1.7,36.5,6
0,-14.7,-44.7,1
0,36.6,22.8,14
0,59.2,-122.4,23
0,48.7,124.3,1
0,-7.4,13.4,63
0,30.3,114.0,3
0,-5.5,16.1,184
0,-12.6,134.0,72
0,13.2,-16.4,4
0,-2.2,40.7,3
0,43.0,-92.1,1
0,48.4,126.1,5
0,-42.3,147.4,1
0,39.2,109.2,6
0,43.8,121.7,2
0,47.2,18.9,10
0,-21.7,-48.9,1
0,-13.6,34.9,93
0,15.0,-11.2,23
0,-11.9,38.3,125
0,-15.9,131.8,80
0,-11.4,25.2,166
0,38.5,-121.4,2
0,7.8,-9.5,3
0,6.2,-69.1,11
0,-27.0,-57.8,3
0,54.0,-105.0,868
0,-6.5,-62.6,7
0,20.2,-103.8,7
0,33.1,-80.2,3
0,-8.3,-38.1,2
0,-4.1,-58.4,1
0,-4.5,26.6,178
0,44.8,85.9,2
0,33.2,-111.6,28
0,42.7,-94.0,3
0,-1.4,38.4,10
0,-14.8,-68.6,3
0,45.1,-94.8,1
0,-5.0,-62.5,1
0,-1.1,-52.2,1
0,-16.3,26.5,16
0,9.0,-62.8,3
0,-10.3,-52.7,1
0,-9.5,26.8,224
0,-15.2,-69.9,2
0,-29.9,-59.5,6
0,-0.9,23.4,9
0,32.0,73.8,5
0,-11.7,16.8,223
0,28.8,-82.4,4
0,11.1,21.9,1
0,-2.6,26.6,51
0,-21.0,32.3,3
0,8.1,-72.9,7
0,11.2,32.7,2
0,-17.5,-70.1,1
0,-27.8,-51.0,19
0,39.6,49.0,2
0,-23.5,46.4,41
0,-32.2,147.8,2
0,-6.7,16.8,178
0,-15.8,129.9,13
0,24.9,106.4,1
0,41.8,-84.2,1
0,42.6,-97.1,1
0,25.0,78.7,2
0,-14.6,-57.3,3
0,40.4,124.0,7
0,51.2,111.6,16
0,-17.0,16.3,36
0,21.1,102.4,4
0,64.9,-146.0,11
0,21.8,85.5,3
0,18.2,-89.4,9
0,53.3,-117.7,3
0,32.3,112.4,6
0,-13.7,-71.8,6
0,-11.5,21.4,96
0,-27.3,30.8,31
0,-28.0,152.1,4
0,1.4,23.7,8
0,53.0,-7.0,2
0,30.5,-99.2,3
0,14.5,-88.9,2
0,-37.7,143.9,2
0,32.1,6.5,3
0,-23.1,-56.6,10
0,-21.4,-46.0,1
0,-1.0,16.1,29
0,-11.1,-37.1,1
0,32.8,-104.4,34
0,21.4,81.3,2
0,-21.2,-54.5,2
0,40.7,-115.7,1
0,44.2,87.5,1
0,47.7,1.5,2
0,-31.5,-60.1,4
0,-6.1,23.8,127
0,-21.0,127.8,10
0,6.3,0.7,3
0,31.1,-90.5,4
0,37.5,66.0,4
0,7.5,-72.7,1
0,-21.6,-43.2,1
0,6.6,-69.2,7
0,49.4,84.6,4
0,-29.3,-50.8,12
0,31.4,48.3,61
0,59.3,57.2,1
0,10.4,-13.0,6
0,-14.8,-52.4,1
0,42.2,13.8,4
0,-26.5,-69.5,37
0,4.0,96.9,4
0,2.9,113.7,2
0,-10.9,-73.2,18
0,-11.3,22.8,141
0,33.2,43.7,3
0,45.7,133.3,1
0,52.5,-7.6,1
0,21.8,109.7,5
0,52.1,56.6,1
0,42.8,-74.0,1
0,-15.0,18.8,28
0,38.5,-76.2,2
0,-31.4,148.4,55
0,43.4,132.1,2
0,-17.1,34.4,85
0,-25.5,150.3,31
0,22.1,84.7,1
0,-3.1,13.8,6
0,-27.4,-53.0,7
0,-7.4,36.4,11
0,-19.3,47.4,2
0,-16.0,30.5,36
0,49.0,39.6,3
0,30.2,68.3,1
0,-27.6,-55.9,13
0,-32.8,149.0,5
0,-2.7,110.9,3
0,-17.1,23.1,145
0,32.4,-101.4,17
0,-12.6,-64.9,3
0,-26.4,-68.5,1
0,-13.4,15.9,126
0,37.0,-96.4,1
0,-13.8,-47.8,21
0,-7.1,25.5,166
0,37.7,-99.6,2
0,-23.0,-49.0,17
0,7.0,19.3,4
0,16.9,42.6,92
0,-8.1,142.8,7
0,-24.0,30.4,2
0,-12.0,14.3,210
0,38.2,27.8,49
0,-23.0,-48.8,1
0,-15.8,-55.9,1
0,20.4,-89.7,7
0,-5.5,-50.2,1
0,-6.8,108.5,5
0,-0.8,22.0,6
0,-21.5,149.1,1
0,14.1,101.1,1
0,32.2,-81.6,1
0,11.2,-70.2,2
0,-32.5,-60.9,3
0,-35.3,-63.7,1
0,-10.8,14.4,56
0,-1.0,18.7,11
0,-10.8,39.8,1
0,32.0,117.8,1
0,35.8,8.5,3
0,41.0,-81.3,1
0,-12.4,17.0,155
0,38.4,-82.7,1
0,-21.2,-44.2,8
0,57.1,-96.7,19
0,5.0,-71.1,7
0,-30.3,-52.9,1
0,-23.2,142.4,2
0,40.0,-104.9,70
0,-14.7,29.1,93
0,52.5,-92.3,11
0,17.5,77.6,1
0,-11.0,-53.4,4
0,43.3,17.3,10
0,10.9,106.2,5
0,-36.0,-72.3,2
0,49.9,35.7,1
0,20.6,-98.5,1
0,44.5,46.8,466
0,-18.6,34.2,116
0,51.9,32.4,23
0,27.9,-107.4,51
0,-10.1,34.5,4
0,-23.1,33.5,17
0,-24.3,-61.3,1
0,41.0,45.5,1
0,-24.6,28.3,2
0,-9.7,-49.7,2
0,-14.0,-58.5,6
0,49.7,-123.2,3
0,-8.7,30.1,97
0,-0.5,116.3,5
0,-22.1,125.2,2
0,-21.3,-45.3,5
0,10.3,38.7,30
0,-30.3,152.1,1
0,-6.5,22.7,86
0,29.9,-82.7,6
0,33.9,133.5,9
0,11.5,-12.1,3
0,-30.0,27.1,6
0,-17.3,-53.3,1
0,40.5,16.9,7
0,40.8,33.2,1
0,-1.7,-44.9,6
0,37.0,126.5,1
0,-8.3,27.8,192
0,-22.5,150.1,2
0,11.6,36.1,8
0,30.9,-111.6,2
0,-15.5,-52.9,28
0,-3.2,115.4,1
0,36.8,40.1,1
0,-21.3,120.2,48
0,25.5,69.2,3
0,-9.4,17.3,331
0,0.7,33.1,2
0,5.1,-70.7,13
0,-8.5,-47.6,95
0,-28.5,153.5,2
0,50.6,40.5,2
0,31.7,-96.2,6
0,-32.7,116.5,7
0,49.6,38.2,35
0,7.7,80.5,1
0,-35.7,139.6,2
0,-4.1,105.2,1
0,-6.2,30.8,48
0,-18.9,-54.7,2
0,-10.5,24.0,241
0,20.2,-100.1,2
0,8.3,-72.6,11
0,58.6,52.2,4
0,45.5,122.9,2
0,48.1,-99.7,1
0,-25.0,151.1,2
0,-28.2,30.8,8
0,-9.0,-75.1,53
0,30.0,-83.0,3
0,6.9,16.5,2
0,4.0,-76.4,1
0,-8.9,38.5,39
0,-17.6,-41.8,3
0,42.1,-123.1,16
0,1.2,100.1,1
0,-26.6,151.9,21
0,20.9,-100.4,1
0,32.5,116.5,18
0,-33.9,24.4,23
0,35.7,5.8,1
0,15.9,0.2,2
0,-17.9,18.9,11
0,51.8,49.5,3
0,65.6,-123.5,408
0,-13.2,49.4,8
0,-13.8,25.7,130
0,1.0,-75.5,1
0,37.7,108.8,1
0,48.9,124.6,4
0,14.5,99.4,1
0,25.6,83.7,1
0,-1.9,17.1,22
0,-19.5,-60.8,1
0,36.8,7.7,6
0,30.6,74.6,4
0,-19.9,33.0,117
0,-32.8,115.6,4
0,28.9,106.6,22
0,39.7,8.6,7
0,39.7,44.7,3
0,34.3,117.4,6
0,-9.5,29.7,240
0,60.6,-2.6,6
0,52.6,-125.8,160
0,0.3,111.6,4
0,57.1,-114.2,412
0,-12.5,36.6,174
0,-3.9,119.5,1
0,-13.4,40.2,213
0,-4.0,115.0,1
0,-1.2,41.4,1
0,5.2,35.5,5
0,41.1,-95.1,1
0,34.5,109.4,3
0,46.8,-118.8,5
0,39.5,141.9,2
0,35.3,-91.2,4
0,15.0,108.3,17
0,41.7,20.1,373
0,-8.4,14.9,79
0,33.0,-101.2,2
0,62.8,113.5,52
0,9.3,40.0,1
0,51.0,27.7,3
0,-8.9,117.3,2
0,-16.2,18.1,25
0,-12.2,-43.2,9
0,-5.8,23.1,64
0,35.2,-5.9,1
0,-15.0,132.4,278
0,33.4,-102.1,1
0,-38.2,-69.1,8
0,-14.6,40.7,6
0,-17.3,29.9,22
0,-42.3,-66.4,1
0,-1.9,114.5,2
0,-29.2,29.4,6
0,9.1,77.8,9
0,-21.1,27.5,23
0,-22.2,-42.3,1
0,49.9,63.0,1
0,4.1,-70.3,2
0,-5.2,20.2,57
0,46.4,1.2,1
0,18.3,79.8,4
0,-16.2,24.3,72
0,34.4,117.3,1
0,29.3,51.2,9
0,13.8,-86.2,16
0,57.0,64.6,5
0,6.0,21.1,3
0,-6.8,131.5,2
0,7.4,124.4,1
0,24.6,77.1,4
0,53.1,78.1,1
0,-7.9,38.9,10
0,-21.5,-47.3,2
0,47.9,16.8,5
0,1.0,104.1,1
0,-8.9,-41.0,4
0,-17.6,22.1,210
0,46.8,29.3,8
0,-2.0,-80.4,6
0,-33.7,-58.7,3
0,-15.8,12.0,2
0,53.7,34.7,6
0,24.1,102.7,1
0,41.8,-7.8,22
0,-16.6,130.4,316
0,-35.3,145.3,1
0,-19.7,20.4,44
0,57.3,90.3,8
0,-1.0,122.8,1
0,15.9,39.9,1
0,66.4,138.9,4
0,-2.8,18.6,6
0,8.8,-62.6,4
0,-19.6,-57.0,2
0,-4.5,23.3,3
0,33.2,46.8,3
0,-28.2,-55.7,3
0,-15.5,32.3,83
0,48.3,-98.5,1
0,33.0,129.9,3
0,12.0,11.8,2
0,-35.4,143.6,2
0,-10.2,-64.5,4
0,25.3,79.1,4
0,-12.7,24.5,76
0,-9.6,39.0,38
0,51.6,70.1,1
0,39.3,-5.1,3
0,48.0,31.6,3
0,24.7,109.1,3
0,-6.6,31.8,130
0,20.5,-76.9,2
0,18.8,-88.6,7
0,-5.0,32.3,5
0,45.0,34.8,2
0,9.8,28.0,2
0,40.5,-91.2,1
0,-27.1,-54.4,69
0,47.6,-97.2,3
0,-14.1,16.7,125
0,26.4,119.5,2
0,-6.2,28.2,118
0,-14.7,23.8,170
0,12.0,6.1,1
0,51.4,127.5,30
0,-7.4,32.9,145
0,58.6,-118.8,14
0,-2.8,16.9,83
0,-15.7,-61.0,12
0,25.7,84.0,1
0,-10.6,20.5,133
0,18.9,104.2,2
0,-14.2,32.7,27
0,30.6,119.5,1
0,47.4,-120.2,8
0,-9.6,21.5,168
0,-26.0,113.5,3
0,50.6,71.3,5
0,31.4,-95.6,6
0,51.8,-1.4,1
0,17.3,-94.4,1
0,-9.4,34.6,26
0,-27.1,150.0,1
0,-7.8,-42.0,2
0,34.3,35.6,2
0,-16.6,-43.4,2
0,37.4,-93.0,3
0,50.4,57.8,1
0,47.4,33.0,2
0,5.9,100.7,1
0,52.5,34.5,1
0,30.2,-97.3,1
0,0.7,23.8,2
0,-32.7,-68.5,1
0,34.8,-88.2,1
0,31.2,-92.5,1
0,-24.1,29.2,1
0,-12.1,-72.9,9
0,-15.7,143.3,6
0,-22.5,15.2,5
0,-2.0,18.2,3
0,31.0,32.7,1
0,4.3,-7.8,4
0,19.4,74.0,2
0,30.7,117.6,30
0,34.6,-111.4,56
0,37.5,-94.0,1
0,12.3,27.0,1
0,-33.7,-62.2,1
0,-11.2,-75.3,1
0,64.2,-136.2,2
0,-14.7,132.3,138
0,11.0,-12.9,1
0,13.2,26.8,3
0,13.0,-14.0,2
0,34.4,50.7,1
0,-7.4,-63.2,1
0,34.5,0.8,3
0,-38.1,177.9,10
0,13.5,-2.0,4
0,13.3,27.1,5
0,37.7,32.4,1
0,-2.6,104.1,20
0,26.7,113.1,1
0,7.9,-73.6,1
0,37.7,-77.2,1
0,54.1,37.2,1
0,-26.1,28.1,44
0,11.3,14.5,9
0,55.1,107.9,37
0,47.3,34.7,34
0,30.0,120.6,6
0,55.5,78.4,5
0,40.7,13.8,2
0,-24.2,147.3,5
0,-4.8,22.1,96
0,-17.6,21.8,138
0,-5.5,33.1,8
0,-20.5,-58.5,7
0,31.1,105.7,1
0,8.9,37.2,1
0,5.5,-67.6,3
0,9.9,25.8,13
0,31.1,112.5,2
0,52.9,-114.3,2
0,49.9,127.8,4
0,40.3,68.8,2
0,-11.4,29.1,194
0,25.3,-100.0,26
0,-4.0,32.2,20
0,53.7,34.1,1
0,18.4,-77.8,3
0,2.0,100.5,120
0,41.0,117.5,3
0,-16.3,28.2,28
0,-6.8,32.7,142
0,22.6,78.1,1
0,43.2,-81.7,6
0,-12.8,-47.5,7
0,36.5,36.6,8
0,-26.2,31.9,30
0,12.7,103.1,2
0,-24.7,44.1,3
0,29.3,102.5,1
0,-14.0,-56.0,2
0,-10.3,-74.9,55
0,41.3,36.2,2
0,-8.3,147.2,2
0,-30.5,27.6,4
0,-19.9,-45.0,26
0,8.9,-7.2,1
0,43.7,23.0,3
0,52.5,93.6,1
0,30.0,74.6,8
0,-28.5,151.9,4
0,57.3,32.1,3
0,-32.9,136.3,1
0,18.0,121.3,5
0,53.8,110.0,10
0,-21.7,18.4,1
0,13.7,-87.5,10
0,40.0,46.5,5
0,35.7,-91.3,5
0,34.9,-99.9,1
0,32.2,50.0,3
0,-10.8,-48.7,78
0,8.3,99.9,1
0,-21.1,18.5,1
0,-22.3,119.6,1
0,38.4,42.1,6
0,38.0,59.0,1
0,-10.0,-59.0,2
0,3.1,19.9,10
0,-33.6,26.1,3
0,53.1,25.9,1
0,44.1,43.3,24
0,30.3,50.3,201
0,-12.8,24.3,38
0,39.0,65.3,4
0,-7.3,25.6,190
0,-24.8,-63.1,25
0,26.0,101.7,14
0,-1.4,-45.9,2
0,30.6,-93.7,15
0,35.1,36.2,39
0,-3.4,20.0,93
0,-8.8,115.8,6
0,45.6,126.4,8
0,25.0,121.7,1
0,3.3,99.0,1
0,-9.9,-53.3,92
0,-13.4,20.0,26
0,-3.5,21.5,2
0,-23.6,141.9,1
0,-34.3,118.1,3
0,-33.0,25.6,2
0,35.1,-102.3,1
4,10.9,77.6,9
4,21.3,100.8,25
4,13.9,36.7,4
4,12.1,33.7,8
4,24.6,116.9,1
4,6.6,25.1,174
4,41.5,108.5,1
4,26.2,115.3,2
4,21.9,-99.0,7
4,38.7,117.0,10
4,-34.0,137.7,1
4,-15.6,-72.3,2
4,-18.9,48.7,1
4,27.7,67.0,1
4,3.6,28.7,120
